TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   MCMCOBJ
        -2000  4.24662E+00 -2.30350E+00 -6.75287E-01  6.66661E-01  1.02157E-02  4.74400E-02 -8.94984E-03  2.75713E-02 -1.09152E-02 -8.99150E-03  5.93548E-02   -14086.7548142890
        -1999  4.23896E+00 -2.29826E+00 -6.79777E-01  6.69278E-01  1.00726E-02  4.45894E-02 -1.12905E-02  2.97775E-02 -1.00698E-02 -6.32524E-03  5.43925E-02   -14100.9288797438
        -1998  4.22853E+00 -2.30673E+00 -6.58815E-01  6.56039E-01  1.02277E-02  4.07646E-02 -7.91988E-03  2.89202E-02 -1.08671E-02 -3.03647E-03  5.85098E-02   -14115.7667091287
        -1997  4.22799E+00 -2.30848E+00 -6.54196E-01  6.56709E-01  1.03648E-02  3.85041E-02 -8.04870E-03  2.52747E-02 -7.85528E-03 -6.20144E-03  5.74186E-02   -14179.3485470056
        -1996  4.25199E+00 -2.30134E+00 -6.87279E-01  6.33836E-01  1.03068E-02  5.14604E-02 -9.72801E-03  2.72442E-02 -1.07783E-02 -6.06178E-03  5.37150E-02   -14136.2970533574
        -1995  4.26057E+00 -2.30447E+00 -6.70459E-01  6.33836E-01  1.06459E-02  4.99680E-02 -1.13366E-02  3.12572E-02 -1.27978E-02 -6.74854E-03  4.87024E-02   -14103.7746879444
        -1994  4.24577E+00 -2.31800E+00 -6.59745E-01  6.40917E-01  1.06399E-02  3.88612E-02 -8.59819E-03  2.49963E-02 -8.69946E-03 -4.22981E-03  5.10801E-02   -14159.0323588268
        -1993  4.24901E+00 -2.31326E+00 -6.58326E-01  6.67170E-01  1.09438E-02  4.85631E-02 -1.25895E-02  3.18469E-02 -1.25456E-02 -1.23037E-02  6.10386E-02   -14168.8531696663
        -1992  4.26369E+00 -2.30316E+00 -6.93306E-01  6.52557E-01  1.03309E-02  4.67707E-02 -1.29457E-02  2.55329E-02 -1.12922E-02 -7.44965E-03  6.33039E-02   -14111.0276433273
        -1991  4.24475E+00 -2.30495E+00 -6.90174E-01  6.49178E-01  1.05759E-02  4.72428E-02 -1.02545E-02  2.67887E-02 -2.40636E-03 -1.65122E-02  7.34326E-02   -14076.7280934218
        -1990  4.22597E+00 -2.29623E+00 -6.87920E-01  6.83935E-01  1.00776E-02  5.04223E-02 -7.73917E-03  2.99683E-02 -4.99495E-04 -2.23990E-02  7.78661E-02   -14108.3890546704
        -1989  4.24256E+00 -2.30070E+00 -6.99913E-01  6.95936E-01  1.04241E-02  5.09290E-02 -6.04901E-03  2.48051E-02 -9.39402E-03 -1.43592E-02  6.55178E-02   -14093.7183170977
        -1988  4.23508E+00 -2.27529E+00 -6.58815E-01  7.02337E-01  1.01376E-02  4.76401E-02 -5.73965E-03  2.48632E-02 -1.06138E-02 -1.28137E-02  6.06509E-02   -14133.4400671924
        -1987  4.24655E+00 -2.28710E+00 -6.54380E-01  7.01706E-01  1.02793E-02  5.12448E-02 -8.64181E-03  2.24535E-02 -9.93994E-03 -1.46231E-02  6.83391E-02   -14134.5306507600
        -1986  4.23962E+00 -2.29651E+00 -6.50060E-01  6.61189E-01  1.04069E-02  4.96181E-02 -6.71328E-03  2.48568E-02 -1.03651E-02 -1.33163E-02  5.83108E-02   -14105.3261523650
        -1985  4.26017E+00 -2.30183E+00 -6.54759E-01  6.86403E-01  1.02885E-02  5.01003E-02 -9.91096E-03  2.98463E-02 -8.44806E-03 -1.74876E-02  5.48046E-02   -14197.7443836954
        -1984  4.25169E+00 -2.30959E+00 -6.47632E-01  6.76913E-01  9.94609E-03  4.66583E-02 -1.35452E-02  3.22603E-02 -7.01442E-03 -1.77674E-02  5.40877E-02   -14205.5249523156
        -1983  4.25373E+00 -2.29791E+00 -6.50629E-01  6.75381E-01  1.02037E-02  4.40733E-02 -6.93530E-03  2.70896E-02 -6.72169E-03 -1.64530E-02  4.85237E-02   -14261.6308460068
        -1982  4.24737E+00 -2.30044E+00 -6.58206E-01  6.67469E-01  1.04832E-02  5.23834E-02 -7.86772E-03  2.59593E-02 -4.40111E-03 -1.36150E-02  4.29787E-02   -14108.2406186496
        -1981  4.23653E+00 -2.28397E+00 -6.69185E-01  6.55710E-01  1.06911E-02  4.82451E-02 -9.84082E-03  2.43628E-02 -8.17962E-03 -1.13708E-02  5.41921E-02   -14107.6722672828
        -1980  4.27521E+00 -2.29049E+00 -7.01107E-01  6.55710E-01  1.07457E-02  4.73211E-02 -5.39950E-03  2.53376E-02 -1.31971E-02 -8.75562E-03  6.33461E-02   -14069.5423640753
        -1979  4.23509E+00 -2.27704E+00 -6.49684E-01  6.53994E-01  9.86920E-03  4.44141E-02 -9.35036E-03  2.61076E-02 -8.02347E-03 -4.96898E-03  5.57065E-02   -14058.5904495304
        -1978  4.24476E+00 -2.29959E+00 -6.65380E-01  6.70098E-01  1.07116E-02  4.37590E-02 -8.31356E-03  2.30760E-02 -1.79708E-02 -2.74628E-03  6.61485E-02   -14009.6137003812
        -1977  4.24551E+00 -2.30591E+00 -6.82556E-01  6.73215E-01  1.11623E-02  4.86224E-02 -1.27276E-02  3.18417E-02 -1.39407E-02 -8.66752E-03  6.80026E-02   -13978.1835917583
        -1976  4.24951E+00 -2.29429E+00 -7.20972E-01  6.71012E-01  1.00752E-02  4.73849E-02 -1.02698E-02  2.98871E-02 -1.22224E-02 -1.10995E-02  7.42909E-02   -14115.6862100688
        -1975  4.26242E+00 -2.30396E+00 -7.31762E-01  6.71012E-01  1.01076E-02  4.46074E-02 -4.73478E-03  2.74063E-02 -9.95158E-03 -4.46104E-03  6.49097E-02   -14027.1793627842
        -1974  4.24235E+00 -2.32930E+00 -6.87260E-01  6.44241E-01  1.02635E-02  4.78638E-02 -9.75614E-03  2.92528E-02 -8.94603E-03  3.17018E-03  6.41090E-02   -14053.1123078842
        -1973  4.25016E+00 -2.31848E+00 -6.85093E-01  6.19622E-01  1.02364E-02  5.10175E-02 -7.37616E-03  2.92217E-02 -6.87382E-03 -4.56712E-03  6.17601E-02   -14063.5338004533
        -1972  4.25455E+00 -2.31426E+00 -6.88902E-01  6.45530E-01  1.00147E-02  4.20623E-02 -5.28762E-03  2.88021E-02 -3.64685E-03 -4.67344E-03  6.47104E-02   -14026.0329160319
        -1971  4.24331E+00 -2.30461E+00 -7.11772E-01  6.85545E-01  1.00228E-02  4.82726E-02 -1.07895E-02  2.91942E-02 -7.52868E-03 -2.79317E-03  7.20242E-02   -14014.2433183085
        -1970  4.24072E+00 -2.28773E+00 -6.92595E-01  6.85545E-01  1.02998E-02  5.08341E-02 -1.06609E-02  3.08086E-02 -7.33088E-03 -4.61735E-03  6.77677E-02   -14015.7587298176
        -1969  4.24459E+00 -2.30212E+00 -6.91968E-01  6.85545E-01  1.00942E-02  5.21590E-02 -1.17605E-02  3.29585E-02 -8.13740E-03 -4.05674E-03  6.05484E-02   -14109.0481311143
        -1968  4.22882E+00 -2.29677E+00 -6.94894E-01  6.38700E-01  1.04069E-02  5.20671E-02 -9.86479E-03  2.65742E-02 -2.85989E-03 -4.87382E-03  5.14978E-02   -14074.4462612519
        -1967  4.23283E+00 -2.30847E+00 -6.92530E-01  6.38700E-01  9.99030E-03  4.80426E-02 -1.29410E-02  2.83968E-02 -6.82324E-04 -6.63136E-04  6.16182E-02   -14156.5213314948
        -1966  4.26465E+00 -2.30792E+00 -6.55902E-01  6.33009E-01  1.04086E-02  4.74742E-02 -9.42796E-03  2.62708E-02 -3.42387E-03 -2.95714E-03  5.95419E-02   -14093.7860085808
        -1965  4.25266E+00 -2.31263E+00 -6.96477E-01  6.33009E-01  1.02738E-02  4.85553E-02 -7.10405E-03  2.24263E-02 -2.38362E-03 -4.23037E-03  7.18836E-02   -14040.2556163626
        -1964  4.22999E+00 -2.29882E+00 -6.96864E-01  6.40506E-01  1.06960E-02  4.91271E-02 -1.12824E-02  2.81476E-02 -5.17602E-03 -6.51962E-03  7.04668E-02   -13998.3458506893
        -1963  4.26255E+00 -2.28784E+00 -7.10825E-01  6.50272E-01  9.79282E-03  4.12214E-02 -5.60461E-03  2.21525E-02 -6.09447E-04 -6.68137E-03  6.54166E-02   -14167.5864764976
        -1962  4.24363E+00 -2.29653E+00 -6.89477E-01  6.50272E-01  9.54699E-03  4.75259E-02 -8.62586E-03  2.48454E-02 -3.25001E-03 -6.80680E-03  6.44563E-02   -14065.8762940835
        -1961  4.27285E+00 -2.30858E+00 -6.93540E-01  6.32096E-01  1.00531E-02  4.41327E-02 -1.26888E-02  2.90468E-02 -6.42119E-03 -5.59941E-03  8.59555E-02   -14009.4393503434
        -1960  4.25581E+00 -2.30244E+00 -6.90578E-01  6.60053E-01  1.03036E-02  4.91225E-02 -7.99575E-03  2.83633E-02 -1.55219E-02 -5.18998E-03  9.06873E-02   -13948.6530866162
        -1959  4.24391E+00 -2.29431E+00 -6.61724E-01  6.51994E-01  1.08324E-02  4.26357E-02 -6.52659E-03  2.55253E-02 -9.53624E-03 -3.41665E-03  9.08818E-02   -13939.6486589767
        -1958  4.24963E+00 -2.29816E+00 -6.41343E-01  6.74038E-01  1.03521E-02  4.74115E-02 -9.28461E-03  3.00054E-02 -1.21819E-02  1.25190E-03  8.81892E-02   -13979.1757315242
        -1957  4.25663E+00 -2.30239E+00 -6.34863E-01  6.61073E-01  9.79923E-03  4.44780E-02 -7.48524E-03  2.32617E-02 -8.14552E-03 -6.06874E-03  9.29331E-02   -14101.6182264884
        -1956  4.26389E+00 -2.31439E+00 -6.66516E-01  7.00552E-01  1.03466E-02  5.09652E-02 -1.26073E-02  2.50507E-02 -1.68452E-02 -2.61362E-03  8.28563E-02   -14017.4592695741
        -1955  4.25622E+00 -2.32263E+00 -6.58480E-01  6.69090E-01  1.00300E-02  4.98495E-02 -1.11753E-02  2.40992E-02 -1.71381E-02 -3.40123E-03  7.97534E-02   -13992.1312253581
        -1954  4.24705E+00 -2.32503E+00 -6.76559E-01  6.84911E-01  1.03251E-02  4.79219E-02 -6.40611E-03  2.45047E-02 -2.15814E-02  5.64618E-03  9.01147E-02   -14058.2766736528
        -1953  4.24374E+00 -2.30930E+00 -7.31464E-01  7.03951E-01  1.00786E-02  4.60871E-02 -6.39610E-03  2.55537E-02 -1.49266E-02  3.59226E-03  7.68645E-02   -14016.2195625036
        -1952  4.23286E+00 -2.28759E+00 -7.02379E-01  7.17109E-01  1.02294E-02  4.67831E-02 -7.55526E-03  3.17890E-02 -2.06581E-02  8.58896E-03  7.10970E-02   -14079.2083650041
        -1951  4.23897E+00 -2.28945E+00 -7.09552E-01  6.58161E-01  9.84554E-03  4.96318E-02 -7.19721E-03  3.07719E-02 -1.62634E-02  7.26742E-03  5.97687E-02   -14092.6867175343
        -1950  4.24455E+00 -2.30974E+00 -7.10466E-01  6.46761E-01  9.62551E-03  4.88886E-02 -4.73504E-03  2.68951E-02 -8.04763E-03  4.51215E-03  5.20053E-02   -14109.1262840156
        -1949  4.25398E+00 -2.29314E+00 -7.05662E-01  6.57152E-01  1.05326E-02  4.68510E-02 -3.09881E-03  2.97067E-02 -7.75190E-03  6.09448E-03  5.57170E-02   -14060.5813000762
        -1948  4.23419E+00 -2.29799E+00 -7.10806E-01  6.65864E-01  1.01902E-02  4.59429E-02 -8.31747E-03  2.72796E-02 -5.16478E-04  4.70546E-04  4.64493E-02   -14149.6918246763
        -1947  4.25788E+00 -2.29678E+00 -6.81750E-01  6.92482E-01  1.03158E-02  5.37746E-02 -1.00374E-02  2.86232E-02 -6.22841E-03  1.29241E-03  5.17398E-02   -14123.1971986724
        -1946  4.25587E+00 -2.30211E+00 -6.75431E-01  6.90370E-01  1.01695E-02  5.02508E-02 -1.26171E-02  3.36660E-02 -5.99702E-03  3.15495E-03  5.51385E-02   -14032.0552455064
        -1945  4.24127E+00 -2.30923E+00 -6.61431E-01  6.96643E-01  1.01812E-02  4.50287E-02 -1.25709E-02  3.69419E-02  1.44702E-03  2.70986E-03  5.37706E-02   -14104.7075865609
        -1944  4.23242E+00 -2.29855E+00 -6.75445E-01  6.81559E-01  1.00047E-02  4.66607E-02 -9.85965E-03  3.49258E-02 -5.01231E-03  1.86084E-03  4.88628E-02   -14076.1847826318
        -1943  4.24938E+00 -2.29410E+00 -6.73749E-01  6.80535E-01  9.81763E-03  4.76147E-02 -7.86766E-03  3.50332E-02  3.53874E-03 -8.62791E-05  5.17038E-02   -14045.5108964170
        -1942  4.23590E+00 -2.28047E+00 -6.87508E-01  6.67326E-01  1.01844E-02  4.25041E-02 -4.03966E-03  3.44159E-02 -1.87322E-05 -3.75372E-03  5.01496E-02   -14069.8286759407
        -1941  4.24334E+00 -2.28225E+00 -6.73654E-01  6.96547E-01  1.01654E-02  5.29554E-02 -6.24739E-03  3.27517E-02  6.92326E-03 -5.60318E-03  4.46635E-02   -14113.3258235217
        -1940  4.24854E+00 -2.30459E+00 -6.78872E-01  6.73663E-01  1.00971E-02  4.68064E-02 -3.44345E-03  3.08845E-02 -2.39955E-03 -6.03660E-03  4.45264E-02   -14047.1520548928
        -1939  4.25394E+00 -2.28629E+00 -6.60218E-01  6.51793E-01  1.03237E-02  4.46856E-02 -4.34566E-03  3.45402E-02 -2.65120E-04 -8.87550E-03  5.21839E-02   -14071.2850104893
        -1938  4.22477E+00 -2.27009E+00 -7.05361E-01  6.72656E-01  9.98578E-03  4.31765E-02 -1.02975E-02  3.63029E-02 -7.00545E-04 -6.89085E-03  5.43036E-02   -14019.2134331972
        -1937  4.24245E+00 -2.29785E+00 -7.00311E-01  5.97895E-01  9.99253E-03  4.15141E-02 -8.13366E-03  2.91930E-02  4.07654E-04 -1.50166E-03  5.78328E-02   -14024.0067535421
        -1936  4.25365E+00 -2.30340E+00 -6.90403E-01  6.47630E-01  1.03263E-02  4.81559E-02 -8.74772E-03  3.30877E-02 -8.22682E-03 -4.89949E-03  5.33813E-02   -14116.4782775108
        -1935  4.25702E+00 -2.29285E+00 -6.73399E-01  6.68424E-01  9.86160E-03  5.02086E-02 -1.08924E-02  3.45322E-02 -6.17604E-03 -7.67241E-03  6.02073E-02   -14074.0511627126
