TABLE NO.     4: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
        -2000  4.23935E+00 -2.30119E+00  4.25772E+00 -6.71363E-01  6.66663E-01  1.02137E-02  4.61535E-02 -8.58276E-03  2.74099E-02  0.00000E+00  0.00000E+00  5.00269E-02  0.00000E+00  0.00000E+00 -1.06491E-02  5.88104E-02   -14690.5917203026
        -1999  4.22190E+00 -2.30195E+00  4.26839E+00 -6.88884E-01  6.66663E-01  1.07087E-02  5.23928E-02 -1.16608E-02  2.76859E-02  0.00000E+00  0.00000E+00  4.96829E-02  0.00000E+00  0.00000E+00 -1.41062E-02  5.85208E-02   -14593.2099075609
        -1998  4.22274E+00 -2.30133E+00  4.22319E+00 -6.66911E-01  6.49167E-01  1.04076E-02  5.97413E-02 -8.36515E-03  2.73743E-02  0.00000E+00  0.00000E+00  5.07612E-02  0.00000E+00  0.00000E+00 -1.33408E-02  7.15869E-02   -14618.1464823561
        -1997  4.24603E+00 -2.29658E+00  4.24298E+00 -6.71638E-01  6.50808E-01  9.63404E-03  5.04328E-02 -7.43790E-03  2.80091E-02  0.00000E+00  0.00000E+00  5.72588E-02  0.00000E+00  0.00000E+00 -1.73804E-02  7.67172E-02   -14641.8723360367
        -1996  4.22973E+00 -2.29549E+00  4.26840E+00 -6.58988E-01  6.50808E-01  9.88138E-03  4.39925E-02 -1.16001E-02  2.70641E-02  0.00000E+00  0.00000E+00  5.84245E-02  0.00000E+00  0.00000E+00 -2.07536E-02  7.26369E-02   -14658.6080724352
        -1995  4.24210E+00 -2.31575E+00  4.25352E+00 -6.86295E-01  6.50808E-01  9.93452E-03  4.85593E-02 -1.06019E-02  2.60747E-02  0.00000E+00  0.00000E+00  5.59560E-02  0.00000E+00  0.00000E+00 -1.60017E-02  7.62731E-02   -14626.4455740189
        -1994  4.23535E+00 -2.31088E+00  4.26764E+00 -6.57668E-01  6.66450E-01  1.00487E-02  4.60436E-02 -1.17538E-02  2.86784E-02  0.00000E+00  0.00000E+00  5.56933E-02  0.00000E+00  0.00000E+00 -1.26993E-02  6.53699E-02   -14629.9142314036
        -1993  4.25163E+00 -2.30344E+00  4.27227E+00 -6.54520E-01  6.47114E-01  1.10109E-02  4.57018E-02 -8.45591E-03  2.38618E-02  0.00000E+00  0.00000E+00  4.99674E-02  0.00000E+00  0.00000E+00 -9.40026E-03  6.26735E-02   -14688.8342873483
        -1992  4.22558E+00 -2.31367E+00  4.23514E+00 -6.77948E-01  6.43166E-01  9.97798E-03  4.64635E-02 -8.02278E-03  2.23031E-02  0.00000E+00  0.00000E+00  4.60366E-02  0.00000E+00  0.00000E+00 -9.46593E-03  5.85635E-02   -14686.2526848602
        -1991  4.22025E+00 -2.29362E+00  4.24435E+00 -6.79957E-01  6.43196E-01  1.07988E-02  4.95423E-02 -1.04192E-02  3.48564E-02  0.00000E+00  0.00000E+00  4.04703E-02  0.00000E+00  0.00000E+00 -1.10816E-02  7.13579E-02   -14586.7623546909
        -1990  4.24933E+00 -2.33716E+00  4.26376E+00 -6.94243E-01  7.26849E-01  1.05975E-02  5.10972E-02 -9.16962E-03  3.59455E-02  0.00000E+00  0.00000E+00  4.39281E-02  0.00000E+00  0.00000E+00 -7.38794E-03  6.48457E-02   -14529.6169374154
        -1989  4.24571E+00 -2.30499E+00  4.21003E+00 -6.99908E-01  7.16092E-01  1.03819E-02  3.67295E-02 -5.77673E-03  3.70344E-02  0.00000E+00  0.00000E+00  4.52483E-02  0.00000E+00  0.00000E+00 -6.75206E-03  5.90682E-02   -14609.8183941987
        -1988  4.24506E+00 -2.28924E+00  4.22367E+00 -6.80406E-01  6.90210E-01  1.01628E-02  4.52006E-02 -5.74892E-03  2.94075E-02  0.00000E+00  0.00000E+00  4.91659E-02  0.00000E+00  0.00000E+00 -3.75163E-03  6.90029E-02   -14640.3508431346
        -1987  4.23595E+00 -2.30627E+00  4.22473E+00 -6.91215E-01  6.91307E-01  1.03706E-02  4.78038E-02 -6.13005E-03  2.20894E-02  0.00000E+00  0.00000E+00  4.98547E-02  0.00000E+00  0.00000E+00 -9.68258E-03  7.91304E-02   -14610.6063677932
        -1986  4.24269E+00 -2.30106E+00  4.23643E+00 -7.12521E-01  7.07187E-01  1.04852E-02  4.06148E-02 -8.14703E-03  2.46153E-02  0.00000E+00  0.00000E+00  5.51093E-02  0.00000E+00  0.00000E+00 -7.35037E-03  8.32795E-02   -14609.4048116623
        -1985  4.24407E+00 -2.31331E+00  4.21156E+00 -6.80704E-01  6.54017E-01  1.01752E-02  4.98420E-02 -1.44710E-02  2.83479E-02  0.00000E+00  0.00000E+00  5.19523E-02  0.00000E+00  0.00000E+00 -1.13230E-02  6.49705E-02   -14683.6696853043
        -1984  4.26323E+00 -2.30839E+00  4.23071E+00 -6.48304E-01  6.55404E-01  1.06105E-02  4.59373E-02 -1.45152E-02  3.25165E-02  0.00000E+00  0.00000E+00  5.01104E-02  0.00000E+00  0.00000E+00 -8.28095E-03  5.84654E-02   -14654.5153167561
        -1983  4.25843E+00 -2.28491E+00  4.27616E+00 -6.99078E-01  6.55404E-01  1.07493E-02  4.61089E-02 -1.10974E-02  2.85430E-02  0.00000E+00  0.00000E+00  5.05930E-02  0.00000E+00  0.00000E+00 -1.36302E-02  5.02496E-02   -14784.6533550894
        -1982  4.23043E+00 -2.28705E+00  4.29883E+00 -7.10933E-01  6.20923E-01  1.02757E-02  5.07356E-02 -1.05641E-02  2.43083E-02  0.00000E+00  0.00000E+00  4.71267E-02  0.00000E+00  0.00000E+00 -1.79561E-02  5.36471E-02   -14745.5697359137
        -1981  4.23730E+00 -2.31807E+00  4.28700E+00 -7.01091E-01  6.49931E-01  1.01645E-02  4.77797E-02 -1.00946E-02  2.96120E-02  0.00000E+00  0.00000E+00  4.09852E-02  0.00000E+00  0.00000E+00 -1.76990E-02  5.65123E-02   -14719.5109445904
        -1980  4.23781E+00 -2.31637E+00  4.28910E+00 -6.98957E-01  6.28782E-01  1.05178E-02  4.07840E-02 -9.66306E-03  2.65995E-02  0.00000E+00  0.00000E+00  5.20057E-02  0.00000E+00  0.00000E+00 -2.37597E-02  6.04376E-02   -14763.5332620796
        -1979  4.24064E+00 -2.31563E+00  4.30087E+00 -7.02710E-01  6.61500E-01  1.00297E-02  4.53314E-02 -4.68645E-03  2.65910E-02  0.00000E+00  0.00000E+00  5.93396E-02  0.00000E+00  0.00000E+00 -1.93437E-02  5.09344E-02   -14698.7197970243
